strain	replicate	temp	mumax	r2
869	MB02u-19	OD5	-1	0.029936118389975	0.994518081724008
870	MB02u-19	OD6	-1	0.0331123230665533	0.998028973592889
871	MB02u-19	OD7	-1	0.0308654748866822	0.997894742112536
872	MB02u-19	OD8	-1	0.0376484445652652	0.993140914510208
873	MB02u-19	OD1	4	0.0425528302423824	0.994919201501543
874	MB02u-19	OD2	4	0.039630003333663	0.994955703121673
875	MB02u-19	OD3	4	0.0377680350897254	0.99128143936067
876	MB02u-19	OD4	4	0.039136589517172	0.98407865346033
877	MB02u-19	OD5	4	0.0395696709762639	0.993620102824491
878	MB02u-19	OD6	4	0.0340167252237587	0.996376563320329
879	MB02u-19	OD7	4	0.0367666968782588	0.996870229926234
880	MB02u-19	OD8	4	0.0413774490492442	0.992846059022696
881	MB02u-19	OD1	11	0.0355700438507303	0.997933813339052
882	MB02u-19	OD2	11	0.0369628755260564	0.997201543307997
883	MB02u-19	OD3	11	0.0350878873792209	0.996793323412104
884	MB02u-19	OD4	11	0.0353282954736134	0.995923121635125
885	MB02u-19	OD5	11	0.0401050796045379	0.996987101722266
886	MB02u-19	OD6	11	0.0395639922698756	0.996896418952719
887	MB02u-19	OD7	11	0.0366613793000711	0.997143295141112
888	MB02u-19	OD8	11	0.0414632068044364	0.998383436381006
889	MB02u-19	OD1	17	0.0196477951219923	0.986125357645975
890	MB02u-19	OD2	17	0.0175653010360644	0.982920042947089
891	MB02u-19	OD3	17	0.0408493334421661	0.971364809732033
892	MB02u-19	OD4	17	0.0132680701594501	0.956204137350025
893	MB02u-19	OD5	17	0.0124409764553705	0.989684768386982
894	MB02u-19	OD6	17	0.0124569519444248	0.98690683822224
895	MB02u-19	OD7	17	0.0175060216399051	0.979672618567655
896	MB02u-19	OD8	17	0.0112237899263382	0.989695511541883
897	MB02u-6	OD1	-1	0.035068946726453	0.947435750037876
898	MB02u-6	OD2	-1	0.0367583697570098	0.941209883761615
899	MB02u-6	OD3	-1	0.0333508039390137	0.970002289407962
900	MB02u-6	OD4	-1	0.0227340224282366	0.988559432794404
901	MB02u-6	OD5	-1	0.0310458618339867	0.99656895217237
902	MB02u-6	OD6	-1	0.0306204783952507	0.984977428319653
903	MB02u-6	OD7	-1	0.0294667650539295	0.976223300542348
904	MB02u-6	OD8	-1	0.0309238636818212	0.991526409165371
905	MB02u-6	OD1	4	0.0552534136253206	0.996753927805169
906	MB02u-6	OD2	4	0.0444405776652437	0.991669440517903
907	MB02u-6	OD3	4	0.0450496476204955	0.990991203582461
908	MB02u-6	OD4	4	0.0470681370348825	0.992403358432373
909	MB02u-6	OD5	4	0.0441543007607613	0.992094417334946
910	MB02u-6	OD6	4	0.0335982472029817	0.987590211613795
911	MB02u-6	OD7	4	0.0319889706512352	0.993794856418327
912	MB02u-6	OD8	4	0.0404220190156559	0.992108194069825
913	MB02u-6	OD1	11	0.0424392107366489	0.998159138983963
914	MB02u-6	OD2	11	0.0387734427732409	0.997558393508782
915	MB02u-6	OD3	11	0.034644163997086	0.975802050707787
916	MB02u-6	OD4	11	0.0300599205690186	0.952036334831941
917	MB02u-6	OD5	11	0.0239377248811955	0.916954623243327
918	MB02u-6	OD6	11	0.0302870500630477	0.97098025588217
919	MB02u-6	OD7	11	0.0362192406742102	0.999212589563429
920	MB02u-6	OD8	11	0.0423302091861915	0.998843305704245
921	MB02u-6	OD1	17	0.0146092143407369	0.918399814760462
922	MB02u-6	OD2	17	0.00134192737655681	0.675300691329206
923	MB02u-6	OD3	17	0.0348965379792874	0.6921057040134
924	MB02u-6	OD4	17	0.00126352126032373	0.485424510827328
925	MB02u-6	OD5	17	0.00464389335133962	0.909399942774707
926	MB02u-6	OD6	17	0.00234830090558528	0.39914049898536
927	MB02u-6	OD7	17	0.000720001867880312	0.880714219387447
928	MB02u-6	OD8	17	0.00281346391829562	0.924757200902563
929	MB02u-7	OD1	-1	0.0353727893411624	0.998446450384359
930	MB02u-7	OD2	-1	0.0395347847793507	0.993301404113645
931	MB02u-7	OD3	-1	0.039540900301439	0.996249422711394
932	MB02u-7	OD4	-1	0.0318134402825123	0.997441095052194
933	MB02u-7	OD5	-1	0.0313798618151104	0.997239074622453
934	MB02u-7	OD6	-1	0.0322328831380814	0.997163833726645
935	MB02u-7	OD7	-1	0.0339911907766283	0.995135480913088
936	MB02u-7	OD8	-1	0.0311489385390367	0.998794430488963
937	MB02u-7	OD1	4	0.0534285181735426	0.995486439329001
938	MB02u-7	OD2	4	0.048789756388285	0.995174144666256
939	MB02u-7	OD3	4	0.0429178037248451	0.998098561559671
940	MB02u-7	OD4	4	0.0405119432162386	0.995524383189736
941	MB02u-7	OD5	4	0.0415828994503466	0.995372703308475
942	MB02u-7	OD6	4	0.0419637107222565	0.998228516347691
943	MB02u-7	OD7	4	0.0504478010868705	0.995738576457938
944	MB02u-7	OD8	4	0.0541181562132881	0.99189353672007
945	MB02u-7	OD1	11	0.0359568650970361	0.999064141101451
946	MB02u-7	OD2	11	0.0291539569242463	0.999377271877183
947	MB02u-7	OD3	11	0.0273857379261988	0.998820416138522
948	MB02u-7	OD4	11	0.0231519690012265	0.895170828324756
949	MB02u-7	OD5	11	0.0230969804422888	0.89497905835403
950	MB02u-7	OD6	11	0.0224405746616047	0.999027789290437
951	MB02u-7	OD7	11	0.0217504635422193	0.999454242065946
952	MB02u-7	OD8	11	0.0284076551857712	0.99960420508838
953	MB02u-7	OD1	17	6.21455239769208e-05	0.704350792767984
954	MB02u-7	OD2	17	0.00276688431137287	0.45988461269975
955	MB02u-7	OD3	17	0.00493083521733506	0.852075406694299
956	MB02u-7	OD4	17	0.00587170607766732	0.816007909480853
957	MB02u-7	OD5	17	0.00277170837973312	0.598929987438652
958	MB02u-7	OD6	17	0.00340973603333721	0.393592553683458
959	MB02u-7	OD7	17	0.0032613800341725	0.888034106978759
960	MB02u-7	OD8	17	0.000208014721250543	0.390532936828388
961	MB02u-9	OD1	-1	0.0355680017471243	0.99685645458882
962	MB02u-9	OD2	-1	0.0388013727767203	0.998965339184563
963	MB02u-9	OD3	-1	0.0392778857993336	0.997156584302825
964	MB02u-9	OD4	-1	0.0351673595819648	0.998310357035636
965	MB02u-9	OD5	-1	0.0347542302324916	0.996697712446672
966	MB02u-9	OD6	-1	0.03571267744566	0.998544492354907
967	MB02u-9	OD7	-1	0.0384402683133914	0.998212974661096
968	MB02u-9	OD8	-1	0.0385797068188501	0.996761545456013
969	MB02u-9	OD1	4	0.0428538847410334	0.997239434035891
970	MB02u-9	OD2	4	0.0402103657432203	0.997038319398554
971	MB02u-9	OD3	4	0.0383060522150133	0.997201309226172
972	MB02u-9	OD4	4	0.036905430816265	0.997884896089705
973	MB02u-9	OD5	4	0.0376234647541097	0.996615079060434
974	MB02u-9	OD6	4	0.0390367965178993	0.997448610348134
975	MB02u-9	OD7	4	0.0416497110803025	0.996140653216974
976	MB02u-9	OD8	4	0.042153996531795	0.997858266856586
977	MB02u-9	OD1	11	0.0471222223891449	0.998484115532619
978	MB02u-9	OD2	11	0.0421506007901538	0.996359894554226
979	MB02u-9	OD3	11	0.0374152207473618	0.995776601190352
980	MB02u-9	OD4	11	0.0296602821535514	0.975089487326239
981	MB02u-9	OD5	11	0.029815212765789	0.975323510764643
982	MB02u-9	OD6	11	0.0328638373780486	0.990200493154982
983	MB02u-9	OD7	11	0.0397809004845471	0.998036411982688
984	MB02u-9	OD8	11	0.0432389140849073	0.998909691878675
985	MB02u-9	OD1	17	0.00662237920506033	0.977949572221285
986	MB02u-9	OD2	17	0.0146082844689313	0.994239015754526
987	MB02u-9	OD3	17	0.015799916463839	0.969422752887441
988	MB02u-9	OD4	17	0.0106383210363276	0.972113450846736
989	MB02u-9	OD5	17	0.00879930333936022	0.984540980597873
990	MB02u-9	OD6	17	0.00760657721604787	0.948178553961478
991	MB02u-9	OD7	17	0.0105350636391903	0.971182943714666
992	MB02u-9	OD8	17	0.00530017946545827	0.985891781113744
993	MB3u-22	OD1	-1	0.027746300684603	0.998817953793767
994	MB3u-22	OD2	-1	0.0349442284347467	0.995286468527374
995	MB3u-22	OD3	-1	0.0269250647903305	0.993953946615289
996	MB3u-22	OD4	-1	0.0279455258373481	0.993840220836334
997	MB3u-22	OD5	-1	0.0292001878132756	0.992346008919946
998	MB3u-22	OD6	-1	0.0276335071507313	0.99428980795909
999	MB3u-22	OD7	-1	0.0313529259488728	0.994241013350337
1000	MB3u-22	OD8	-1	0.0311182749529137	0.993733228009165
1001	MB3u-22	OD1	4	0.0481983586184596	0.953789223688842
1002	MB3u-22	OD2	4	0.0462080673567912	0.902339114716669
1003	MB3u-22	OD3	4	0.0426311194184403	0.896063356594448
1004	MB3u-22	OD4	4	0.0416736317654863	0.886719994592889
1005	MB3u-22	OD5	4	0.0420192505173641	0.879711930094857
1006	MB3u-22	OD6	4	0.0400661099209663	0.873926183041673
1007	MB3u-22	OD7	4	0.0434495224195811	0.893389185266889
1008	MB3u-22	OD8	4	0.0445737602670742	0.896463322496594
1009	MB3u-22	OD1	11	0.0373807974167146	0.978223090567501
1010	MB3u-22	OD2	11	0.0267390322384609	0.997186026726716
1011	MB3u-22	OD3	11	0.0205415069962647	0.998922414921239
1012	MB3u-22	OD4	11	0.0178524297083433	0.994863684698008
1013	MB3u-22	OD5	11	0.0210449092473769	0.970063184350497
1014	MB3u-22	OD6	11	0.0234872829631506	0.977072442931892
1015	MB3u-22	OD7	11	0.0264838034761733	0.971095623873882
1016	MB3u-22	OD8	11	0.0319380996434448	0.97908024364834
1017	MB3u-22	OD1	17	0.0566603157705077	0.921730753219983
1018	MB3u-22	OD2	17	0.000959178292567487	0.780051842899972
1019	MB3u-22	OD3	17	0.00150849678320609	0.394168070359286
1020	MB3u-22	OD4	17	0.00353035373112092	0.256207465479983
1021	MB3u-22	OD5	17	0.000151412322402801	0.612790593048851
1022	MB3u-22	OD6	17	0.00197261724768349	0.201287279906185
1023	MB3u-22	OD7	17	0.00181530769512192	0.353408100454808
1024	MB3u-22	OD8	17	0.00275439617265492	0.824700313441862
1025	MB3u-28	OD1	-1	0.0277153696006054	0.997520144457809
1026	MB3u-28	OD2	-1	0.0289973321895279	0.946942378619338
1027	MB3u-28	OD3	-1	0.0299767035627079	0.997609283649835
1028	MB3u-28	OD4	-1	0.0274624225807103	0.997309769627132
1029	MB3u-28	OD5	-1	0.0258009870317343	0.995416063942926
1030	MB3u-28	OD6	-1	0.028518414316511	0.997173389377991
1031	MB3u-28	OD7	-1	0.0335921521633032	0.994577814782313
1032	MB3u-28	OD8	-1	0.0323927838995423	0.990684914352024
1033	MB3u-28	OD1	4	0.0519415470715633	0.983940960542613
1034	MB3u-28	OD2	4	0.0433272048204017	0.891841007734202
1035	MB3u-28	OD3	4	0.0403983374577825	0.890720735868552
1036	MB3u-28	OD4	4	0.0387914252321764	0.864084014033823
1037	MB3u-28	OD5	4	0.0378582702327932	0.869377113774552
1038	MB3u-28	OD6	4	0.0366588386176548	0.875023384754523
1039	MB3u-28	OD7	4	0.0423976491173744	0.866193093458997
1040	MB3u-28	OD8	4	0.0435853511211989	0.912175139397199
1041	MB3u-28	OD1	11	0.0357483961922772	0.997883817289402
1042	MB3u-28	OD2	11	0.0300304925679572	0.994316206429038
1043	MB3u-28	OD3	11	0.0263189376505704	0.991810046701287
1044	MB3u-28	OD4	11	0.0250260836816389	0.975630386825974
1045	MB3u-28	OD5	11	0.0204230985975611	0.969363980319077
1046	MB3u-28	OD6	11	0.0247109595052958	0.948634984469864
1047	MB3u-28	OD7	11	0.0296935527851058	0.979043230649255
1048	MB3u-28	OD8	11	0.0311399794845278	0.990768030421665
1049	MB3u-28	OD1	17	0.00506475517513753	0.730245680402566
1050	MB3u-28	OD2	17	0.0100071038064699	0.440616259529571
1051	MB3u-28	OD3	17	0.00504892913197027	0.255529258983319
1052	MB3u-28	OD4	17	0.00450395331981693	0.58941621935821
1053	MB3u-28	OD5	17	0.00535106114095381	0.37435236475629
1054	MB3u-28	OD6	17	0.0060466518408715	0.665848484590856
1055	MB3u-28	OD7	17	0.00837704140978702	0.500103983742986
1056	MB3u-28	OD8	17	0.0210314063960627	0.713179586262928
1057	MB3u-4	OD1	-1	0.0364610699380899	0.991252995286165
1058	MB3u-4	OD2	-1	0.0329677349761962	0.998096104085012
1059	MB3u-4	OD3	-1	0.0279978683368452	0.993339319892862
1060	MB3u-4	OD4	-1	0.0308406169272603	0.994752014524287
1061	MB3u-4	OD5	-1	0.0283623983149152	0.997743516711743
1062	MB3u-4	OD6	-1	0.0328628736335374	0.997121576768806
1063	MB3u-4	OD7	-1	0.0283471960110177	0.994359124421273
1064	MB3u-4	OD8	-1	0.0389168764262437	0.992936330866334
1065	MB3u-4	OD1	4	0.0364476670372381	0.994133297231501
1066	MB3u-4	OD2	4	0.0342564275342444	0.996474558192602
1067	MB3u-4	OD3	4	0.031795834738837	0.994840563054004
1068	MB3u-4	OD4	4	0.0332670861917038	0.996883898080899
1069	MB3u-4	OD5	4	0.033608887104921	0.996990383298668
1070	MB3u-4	OD6	4	0.0338053387642403	0.99595879428613
1071	MB3u-4	OD7	4	0.0335291670098983	0.995549770090708
1072	MB3u-4	OD8	4	0.0339171909935027	0.998328296333165
1073	MB3u-4	OD1	11	0.0367657588091316	0.996498492916606
1074	MB3u-4	OD2	11	0.0286398060231224	0.998730004166805
1075	MB3u-4	OD3	11	0.0295092280719353	0.997337257463433
1076	MB3u-4	OD4	11	0.0300030375519782	0.998552600382858
1077	MB3u-4	OD5	11	0.0246742204777206	0.999146579747349
1078	MB3u-4	OD6	11	0.0250678560471326	0.99894509538321
1079	MB3u-4	OD7	11	0.0325147828492953	0.998767196366527
1080	MB3u-4	OD8	11	0.0309471791922692	0.998337822898302
1081	MB3u-4	OD1	17	0.004722558251936	0.937274405115033
1082	MB3u-4	OD2	17	0.00957292416197585	0.79748713070901
1083	MB3u-4	OD3	17	0.00626014664571222	0.774126354495075
1084	MB3u-4	OD4	17	0.00765658053535629	0.704084581770377
1085	MB3u-4	OD5	17	0.00730935991137533	0.857094596065614
1086	MB3u-4	OD6	17	0.00689117313027674	0.801233436554896
1087	MB3u-4	OD7	17	0.00955364942796319	0.95068115885424
1088	MB3u-4	OD8	17	0.00764254685287023	0.907816239237368
1089	Mb3u-41	OD1	-1	0.034017139568222	0.993001405343584
1090	Mb3u-41	OD2	-1	0.034058344236442	0.978344850904912
1091	Mb3u-41	OD3	-1	0.03431957921511	0.983540603147587
1092	Mb3u-41	OD4	-1	0.0412020243544429	0.984603917366374
1093	Mb3u-41	OD5	-1	0.0369321756991847	0.988299463453336
1094	Mb3u-41	OD6	-1	0.0375834317396545	0.979417638491341
1095	Mb3u-41	OD7	-1	0.0338828148059309	0.992892869559399
1096	Mb3u-41	OD8	-1	0.0337747024671115	0.994129732927939
1097	Mb3u-41	OD1	4	0.0497947896691758	0.981666508003388
1098	Mb3u-41	OD2	4	0.0444093912120656	0.883840796191213
1099	Mb3u-41	OD3	4	0.0403880426907492	0.893242250583502
1100	Mb3u-41	OD4	4	0.0355275715471371	0.85888700383899
1101	Mb3u-41	OD5	4	0.0382690710595244	0.879591075418223
1102	Mb3u-41	OD6	4	0.0362306635003004	0.899745443697934
1103	Mb3u-41	OD7	4	0.0434474400304169	0.875715878269488
1104	Mb3u-41	OD8	4	0.0478506973486391	0.906968297091007
1105	Mb3u-41	OD1	11	0.040163185354036	0.998573635687919
1106	Mb3u-41	OD2	11	0.0263569026123646	0.995577545985057
1107	Mb3u-41	OD3	11	0.0241828596084594	0.995315763182675
1108	Mb3u-41	OD4	11	0.0236043360561545	0.989854132926745
1109	Mb3u-41	OD5	11	0.0202976411066923	0.997188105407695
1110	Mb3u-41	OD6	11	0.021632510899814	0.998087557716559
1111	Mb3u-41	OD7	11	0.025765729729224	0.997032073427419
1112	Mb3u-41	OD8	11	0.0355415344867586	0.992769146488053
1113	Mb3u-41	OD1	17	0.00360924207865715	0.705669779982099
1114	Mb3u-41	OD2	17	0.00315337298782285	0.538363317971785
1115	Mb3u-41	OD3	17	0.00589710396524935	0.659441406463687
1116	Mb3u-41	OD4	17	0.00430878314714611	0.158771090049268
1117	Mb3u-41	OD5	17	0.00701695464757734	0.720601898824927
1118	Mb3u-41	OD6	17	0.00495696272516916	0.580331567094501
1119	Mb3u-41	OD7	17	0.00803518757506457	0.831388913696032
1120	Mb3u-41	OD8	17	0.00561196951522254	0.837028659315884
1121	MB3u-43	OD1	-1	0.0321512624349832	0.994747632674625
1122	MB3u-43	OD2	-1	0.0375423186409335	0.98809828002358
1123	MB3u-43	OD3	-1	0.0345723465536622	0.993722688170914
1124	MB3u-43	OD4	-1	0.0327011599840266	0.992795155761877
1125	MB3u-43	OD5	-1	0.0317130530003393	0.99198294824486
1126	MB3u-43	OD6	-1	0.0354751790744812	0.996869284957478
1127	MB3u-43	OD7	-1	0.0349432070515507	0.992905662315536
1128	MB3u-43	OD8	-1	0.0326330202461623	0.993067603511292
1129	MB3u-43	OD1	4	0.03875908857096	0.966991181275348
1130	MB3u-43	OD2	4	0.0409206713874782	0.884179803189078
1131	MB3u-43	OD3	4	0.0397199853737802	0.880140480180715
1132	MB3u-43	OD4	4	0.0322086531217109	0.853321279683193
1133	MB3u-43	OD5	4	0.0352436014709921	0.872869946959487
1134	MB3u-43	OD6	4	0.0356532444494349	0.87559930706128
1135	MB3u-43	OD7	4	0.0369778705618263	0.862394543169394
1136	MB3u-43	OD8	4	0.0364508294941543	0.933427975045618
1137	MB3u-43	OD1	11	0.0366168078812666	0.997767152203011
1138	MB3u-43	OD2	11	0.0361331381503898	0.997656865343066
1139	MB3u-43	OD3	11	0.0330435381709093	0.997159011570549
1140	MB3u-43	OD4	11	0.0351141786504944	0.998081131385568
1141	MB3u-43	OD5	11	0.0340551457867635	0.997256975162907
1142	MB3u-43	OD6	11	0.0340492203168916	0.995978869892424
1143	MB3u-43	OD7	11	0.0347585468890123	0.997294129828705
1144	MB3u-43	OD8	11	0.0389776283055176	0.998944336812218
1145	MB3u-43	OD1	17	0.0185298001419388	0.986989485897031
1146	MB3u-43	OD2	17	0.0158770682196517	0.989057763922847
1147	MB3u-43	OD3	17	0.0141747236788045	0.972029656420411
1148	MB3u-43	OD4	17	0.0119128369760828	0.981936546322565
1149	MB3u-43	OD5	17	0.0139403394798274	0.987949018152119
1150	MB3u-43	OD6	17	0.053584325180329	0.899921516994061
1151	MB3u-43	OD7	17	0.0133075044542467	0.970538446478908
1152	MB3u-43	OD8	17	0.0107265991976036	0.985701593447787
1153	MB3u-45	OD1	-1	0.0320702783266409	0.997630799544756
1154	MB3u-45	OD2	-1	0.0331992503655902	0.996239585677086
1155	MB3u-45	OD3	-1	0.0290758519247828	0.997238130572044
1156	MB3u-45	OD4	-1	0.0304844186917274	0.996765425152581
1157	MB3u-45	OD5	-1	0.026438487852437	0.995198497658272
1158	MB3u-45	OD6	-1	0.0298193834080092	0.997083943414651
1159	MB3u-45	OD7	-1	0.0317820980345424	0.994161517865334
1160	MB3u-45	OD8	-1	0.0302516483673735	0.998437251173036
1161	MB3u-45	OD1	4	0.0380680607418978	0.950505817665894
1162	MB3u-45	OD2	4	0.0389559795114096	0.872932161311477
1163	MB3u-45	OD3	4	0.0363641426078559	0.861780251590515
1164	MB3u-45	OD4	4	0.0349621324652009	0.869465349935766
1165	MB3u-45	OD5	4	0.0353623332362692	0.874665240829261
1166	MB3u-45	OD6	4	0.0385076555436608	0.873380029310512
1167	MB3u-45	OD7	4	0.036928534470139	0.874458057606594
1168	MB3u-45	OD8	4	0.0417219782923098	0.927202004461825
1169	MB3u-45	OD1	11	0.0398595357388044	0.989568301224223
1170	MB3u-45	OD2	11	0.0392746162861039	0.994046510736075
1171	MB3u-45	OD3	11	0.0404321758493825	0.993154593135131
1172	MB3u-45	OD4	11	0.0387218710441877	0.987808196460569
1173	MB3u-45	OD5	11	0.0367626996125147	0.988477206339553
1174	MB3u-45	OD6	11	0.0409143901884539	0.98900923253842
1175	MB3u-45	OD7	11	0.0407150941000333	0.99135715600294
1176	MB3u-45	OD8	11	0.0417900894830472	0.994363477360376
1177	MB3u-45	OD1	17	0.0148873226251833	0.984387404509341
1178	MB3u-45	OD2	17	0.0160081036760019	0.987150870278316
1179	MB3u-45	OD3	17	0.0134314299924374	0.95705580990531
1180	MB3u-45	OD4	17	0.0132725308456432	0.969196663474769
1181	MB3u-45	OD5	17	0.010272053650249	0.964577857171433
1182	MB3u-45	OD6	17	0.0102003714113298	0.975197187627303
1183	MB3u-45	OD7	17	0.00867991998850628	0.95112393968755
1184	MB3u-45	OD8	17	0.0127515670698697	0.985068132100237
1185	MB3u-55	OD1	-1	0.0231469126171207	0.998209188955346
1186	MB3u-55	OD2	-1	0.0254685426907283	0.963765580169753
1187	MB3u-55	OD3	-1	0.0256203847123351	0.990124809631914
1188	MB3u-55	OD4	-1	0.0251871399424111	0.998035935699411
1189	MB3u-55	OD5	-1	0.0251806710463107	0.993155715169861
1190	MB3u-55	OD6	-1	0.0249649614610799	0.986201519493623
1191	MB3u-55	OD7	-1	0.0238535101669666	0.996869120279823
1192	MB3u-55	OD8	-1	0.0244635621247194	0.998085580514158
1193	MB3u-55	OD1	4	0.0520153733836106	0.99776178414681
1194	MB3u-55	OD2	4	0.0468401039762657	0.997924701663976
1195	MB3u-55	OD3	4	0.0457784322838934	0.979123092657099
1196	MB3u-55	OD4	4	0.0448119652334901	0.967198180282729
1197	MB3u-55	OD5	4	0.0446205201803606	0.970748880651107
1198	MB3u-55	OD6	4	0.044293119097543	0.980946806258029
1199	MB3u-55	OD7	4	0.0453333381769521	0.997782585640617
1200	MB3u-55	OD8	4	0.0446034025105933	0.998528170608657
1201	MB3u-55	OD1	11	0.0605480608035736	0.992455893552524
1202	MB3u-55	OD2	11	0.0560875578344969	0.992022563199612
1203	MB3u-55	OD3	11	0.0553517539061406	0.991226172430512
1204	MB3u-55	OD4	11	0.0558142198247914	0.987591472262562
1205	MB3u-55	OD5	11	0.0569088333708941	0.990844142329378
1206	MB3u-55	OD6	11	0.0536477997288975	0.994823314824814
1207	MB3u-55	OD7	11	0.0559552472558098	0.993682699954005
1208	MB3u-55	OD8	11	0.0631496773039357	0.994524679007423
1209	MB3u-55	OD1	17	0.0130651469812027	0.993936801164344
1210	MB3u-55	OD2	17	0.0114061215504779	0.997583436486783
1211	MB3u-55	OD3	17	0.0137664909760529	0.989370469527792
1212	MB3u-55	OD4	17	0.0137768664168017	0.996630689294138
1213	MB3u-55	OD5	17	0.00929441185254425	0.995228663601921
1214	MB3u-55	OD6	17	0.0074807308026385	0.996354322901526
1215	MB3u-55	OD7	17	0.00570800515206507	0.996175210983343
1216	MB3u-55	OD8	17	0.00695430013876967	0.978215618116314
1217	MB3u-64	OD1	-1	0.0287144014735906	0.996550169738408
1218	MB3u-64	OD2	-1	0.0310587265888432	0.995221616182912
1219	MB3u-64	OD3	-1	0.0256346828677428	0.996298383797883
1220	MB3u-64	OD4	-1	0.0245590201290788	0.994329466449
1221	MB3u-64	OD5	-1	0.0250551558418117	0.994929679742842
1222	MB3u-64	OD6	-1	0.0248729055210109	0.996612833063746
1223	MB3u-64	OD7	-1	0.0287630200423546	0.997301063705078
1224	MB3u-64	OD8	-1	0.0330542849585134	0.991005308497824
1225	MB3u-64	OD1	4	0.0495258484103465	0.997106224477823
1226	MB3u-64	OD2	4	0.0468656420008923	0.973047617046087
1227	MB3u-64	OD3	4	0.0417567691151292	0.955596151454005
1228	MB3u-64	OD4	4	0.0403066815233046	0.946935333901946
1229	MB3u-64	OD5	4	0.0409837598358451	0.94702292897913
1230	MB3u-64	OD6	4	0.040640394118046	0.948771654229422
1231	MB3u-64	OD7	4	0.0467775679528796	0.963208083527316
1232	MB3u-64	OD8	4	0.0418922797675035	0.995975523716518
1233	MB3u-64	OD1	11	0.0343238533835913	0.998442698119156
1234	MB3u-64	OD2	11	0.0214862962259822	0.995690518742066
1235	MB3u-64	OD3	11	0.0158591865520915	0.995144856644177
1236	MB3u-64	OD4	11	0.0211378252226304	0.996999808933578
1237	MB3u-64	OD5	11	0.0194822546478064	0.995226917519957
1238	MB3u-64	OD6	11	0.019576592634859	0.992905144623666
1239	MB3u-64	OD7	11	0.0175853848193749	0.986740296630464
1240	MB3u-64	OD8	11	0.0210745737195538	0.98528392059927
1241	MB3u-64	OD1	17	0.00208793135404401	0.665012450249301
1242	MB3u-64	OD2	17	0.00065983853381043	0.428747476218406
1243	MB3u-64	OD3	17	0.0178271980611319	0.840365011860388
1244	MB3u-64	OD4	17	0.0155082722807296	0.857968954720334
1245	MB3u-64	OD5	17	0.0191620198216943	0.883003332302383
1246	MB3u-64	OD6	17	0.0214984274192401	0.906376623400098
1247	MB3u-64	OD7	17	0.0208946863371447	0.872652167270693
1248	MB3u-64	OD8	17	0.00112026908420766	0.590314216070923
1249	MB3u-70	OD1	-1	0.0307487149364451	0.991980074740789
1250	MB3u-70	OD2	-1	0.025347946094644	0.985685063268313
1251	MB3u-70	OD3	-1	0.0270098759415314	0.992983682003558
1252	MB3u-70	OD4	-1	0.0254867700994016	0.993909101378258
1253	MB3u-70	OD5	-1	0.0250934574567798	0.992721474907998
1254	MB3u-70	OD6	-1	0.0239229064808703	0.995631134733886
1255	MB3u-70	OD7	-1	0.030126740354332	0.994430008773697
1256	MB3u-70	OD8	-1	0.0274617574802481	0.99617481313445
1257	MB3u-70	OD1	4	0.0440325022169725	0.998271512525107
1258	MB3u-70	OD2	4	0.0403395440101547	0.997722979097748
1259	MB3u-70	OD3	4	0.0355627027413872	0.949016061108922
1260	MB3u-70	OD4	4	0.0271126389530746	0.930501156746656
1261	MB3u-70	OD5	4	0.0271810348163539	0.930752865908691
1262	MB3u-70	OD6	4	0.034964528648413	0.949783507762953
1263	MB3u-70	OD7	4	0.037922113532702	0.965464961956305
1264	MB3u-70	OD8	4	0.0362329933471594	0.998176658816972
1265	MB3u-70	OD1	11	0.0382873759977086	0.995958574579051
1266	MB3u-70	OD2	11	0.0366788797034395	0.987961997972041
1267	MB3u-70	OD3	11	0.031243174466298	0.994504415355101
1268	MB3u-70	OD4	11	0.0255657457527735	0.994855408968896
1269	MB3u-70	OD5	11	0.0297652736444061	0.992918645289573
1270	MB3u-70	OD6	11	0.0291339439712521	0.990873379814201
1271	MB3u-70	OD7	11	0.0337696130024169	0.995841231759612
1272	MB3u-70	OD8	11	0.0403558183114849	0.996292474310985
1273	MB3u-70	OD1	17	0.0040339895486271	0.796279988169502
1274	MB3u-70	OD2	17	0.00419571930918229	0.918403003250865
1275	MB3u-70	OD3	17	0.00791447560984568	0.776573848282794
1276	MB3u-70	OD4	17	0.0154385866218192	0.856609854892129
1277	MB3u-70	OD5	17	0.0208198119517844	0.867111714776405
1278	MB3u-70	OD6	17	0.0180169092172515	0.878285247787923
1279	MB3u-70	OD7	17	0.00495116656859376	0.696950010730033
1280	MB3u-70	OD8	17	0.00166684007757752	0.815251999679467
1281	MB3u-8	OD1	-1	0.0310190530845471	0.998975502951457
1282	MB3u-8	OD2	-1	0.0319110752246267	0.999058172544819
1283	MB3u-8	OD3	-1	0.0347201916989539	0.998952916326216
1284	MB3u-8	OD4	-1	0.0347294053783272	0.999153071085528
1285	MB3u-8	OD5	-1	0.0353687193851427	0.998721288384114
1286	MB3u-8	OD6	-1	0.0327356085942935	0.999124960344896
1287	MB3u-8	OD7	-1	0.0322037660820655	0.998736720467603
1288	MB3u-8	OD8	-1	0.0299824437614399	0.998397594797366
1289	MB3u-8	OD1	4	0.034656558295918	0.99741115055251
1290	MB3u-8	OD2	4	0.0349474226921031	0.877049564710701
1291	MB3u-8	OD3	4	0.0363169733563723	0.882664113458784
1292	MB3u-8	OD4	4	0.0340504060939576	0.88711704058815
